color,rank,name,eco_code,eco_key,games,wins,losses,draws,win_pct,priority,group_by,depth
black,19,Queens Pawn Opening Zukertort,,Queens-Pawn-Opening-Zukertort,76,36,38,2,47.4,152.0,url,4
black,20,Scotch Game Classical Variation,,Scotch-Game-Classical-Variation,71,31,39,1,43.7,142.0,url,4
black,21,Kings Pawn Opening Kings,,Kings-Pawn-Opening-Kings,38,15,22,1,39.5,141.8,url,4
black,22,Giuoco Piano Game...5.d3 d6,,Giuoco-Piano-Game...5.d3-d6,18,6,12,0,33.3,123.5,url,4
black,23,Indian Game Knights Variation,,Indian-Game-Knights-Variation,46,19,27,0,41.3,115.5,url,4
black,24,Four Knights Game Scotch,,Four-Knights-Game-Scotch,57,27,28,2,47.4,114.0,url,4
black,25,Giuoco Piano Game Main,,Giuoco-Piano-Game-Main,57,25,30,2,43.9,114.0,url,4
black,26,Nimzowitsch Larsen Attack Indian,,Nimzowitsch-Larsen-Attack-Indian,11,3,7,1,27.3,113.7,url,4
black,27,Richter Veresov Attack,,Richter-Veresov-Attack,11,3,6,2,27.3,113.7,url,4
black,28,Queens Pawn Opening Accelerated,,Queens-Pawn-Opening-Accelerated,47,22,19,6,46.8,94.0,url,4
black,29,Nimzo Indian Defense,,Nimzo-Indian-Defense,40,19,19,2,47.5,80.0,url,4
black,30,Ponziani Opening,,Ponziani-Opening,17,6,11,0,35.3,77.6,url,4
black,31,Petrovs Defense,,Petrovs-Defense,38,16,20,2,42.1,76.0,url,4
black,32,Nimzowitsch Larsen Attack Modern,,Nimzowitsch-Larsen-Attack-Modern,30,12,18,0,40.0,70.2,url,4
black,33,Ruy Lopez Opening,,Ruy-Lopez-Opening,10,3,7,0,30.0,68.4,url,4
black,34,Indian Game London System,,Indian-Game-London-System,19,7,12,0,36.8,67.4,url,4
black,35,Kings Pawn Opening Leonardis,,Kings-Pawn-Opening-Leonardis,32,14,17,1,43.8,64.0,url,4
black,36,Kings Fianchetto Opening,,Kings-Fianchetto-Opening,31,14,15,2,45.2,62.0,url,4
black,37,Kings Gambit,,Kings-Gambit,29,13,14,2,44.8,58.0,url,4
black,38,Kings Gambit Accepted Kings,,Kings-Gambit-Accepted-Kings,12,4,7,1,33.3,55.1,url,4
black,39,Queens Pawn Opening Mikenas,,Queens-Pawn-Opening-Mikenas,27,11,16,0,40.7,54.0,url,4
black,40,Colle System,,Colle-System,23,11,12,0,47.8,46.0,url,4
black,41,English Opening Anglo Indian,,English-Opening-Anglo-Indian,23,10,13,0,43.5,46.0,url,4
black,42,Nimzo Indian Defense Three,,Nimzo-Indian-Defense-Three,22,10,9,3,45.5,44.0,url,4
black,43,Vienna Game Falkbeer Vienna,,Vienna-Game-Falkbeer-Vienna,20,8,12,0,40.0,40.0,url,4
black,44,Reti Opening Black Mustang,,Reti-Opening-Black-Mustang,20,9,11,0,45.0,40.0,url,4
black,45,English Opening Kings English,,English-Opening-Kings-English,17,7,10,0,41.2,34.0,url,4
black,46,Giuoco Piano Game Center,,Giuoco-Piano-Game-Center,16,6,9,1,37.5,32.1,url,4
black,47,Queens Pawn Opening Stonewall,,Queens-Pawn-Opening-Stonewall,15,7,8,0,46.7,30.0,url,4
black,48,Nimzo Indian Defense Leningrad,,Nimzo-Indian-Defense-Leningrad,11,4,7,0,36.4,10.7,url,4
black,49,Giuoco Piano Game...5.d3 O,,Giuoco-Piano-Game...5.d3-O,11,4,6,1,36.4,10.7,url,4
black,50,Indian Game Yusupov Rubinstein,,Indian-Game-Yusupov-Rubinstein,11,4,7,0,36.4,10.7,url,4
black,51,Reti Opening,,Reti-Opening,10,7,3,0,70.0,0,url,4
black,52,Queens Pawn Opening,,Queens-Pawn-Opening,31,15,16,0,48.4,0,url,4
black,53,Kings Gambit Declined Queens,,Kings-Gambit-Declined-Queens,44,22,22,0,50.0,0,url,4
black,54,Three Knights Opening,,Three-Knights-Opening,24,12,11,1,50.0,0,url,4
black,55,Italian Game,,Italian-Game,24,13,11,0,54.2,0,url,4
black,56,Ruy Lopez Opening Morphy,,Ruy-Lopez-Opening-Morphy,160,85,68,7,53.1,0,url,4
black,57,Scotch Game,,Scotch-Game,60,31,29,0,51.7,0,url,4
black,58,Vienna Game Max Lange,,Vienna-Game-Max-Lange,113,60,48,5,53.1,0,url,4
black,59,Four Knights Game,,Four-Knights-Game,46,28,17,1,60.9,0,url,4
black,60,Center Game Accepted Normal,,Center-Game-Accepted-Normal,26,14,11,1,53.8,0,url,4
black,61,Giuoco Piano Game,,Giuoco-Piano-Game,105,55,45,5,52.4,0,url,4
black,62,Queens Gambit Declined,,Queens-Gambit-Declined,21,11,10,0,52.4,0,url,4
black,63,Giuoco Piano Game Four,,Giuoco-Piano-Game-Four,95,54,40,1,56.8,0,url,4
black,64,Scotch Game Scotch Gambit,,Scotch-Game-Scotch-Gambit,62,31,29,2,50.0,0,url,4
black,65,Nimzo Indian Defense Normal,,Nimzo-Indian-Defense-Normal,14,6,8,0,42.9,0,url,4
black,66,Kings Indian Attack...3.Bg2 e5,,Kings-Indian-Attack...3.Bg2-e5,10,4,6,0,40.0,0,url,4
black,67,Scotch Game Schmidt Variation,,Scotch-Game-Schmidt-Variation,27,14,9,4,51.9,0,url,4
black,68,Four Knights Game Spanish,,Four-Knights-Game-Spanish,95,48,43,4,50.5,0,url,4
black,69,Queens Pawn Opening Torre,,Queens-Pawn-Opening-Torre,14,6,8,0,42.9,0,url,4
black,70,Italian Game Traxler Knight,,Italian-Game-Traxler-Knight,156,93,61,2,59.6,0,url,4
black,71,Italian Game Two Knights,,Italian-Game-Two-Knights,66,34,28,4,51.5,0,url,4
black,72,Queens Gambit Declined Ragozin,,Queens-Gambit-Declined-Ragozin,41,21,17,3,51.2,0,url,4
black,73,Trompowsky Attack,,Trompowsky-Attack,26,13,11,2,50.0,0,url,4
black,74,Italian Game Traxler Counterattack,,Italian-Game-Traxler-Counterattack,32,16,14,2,50.0,0,url,4
black,75,Indian Game East Indian,,Indian-Game-East-Indian,28,15,11,2,53.6,0,url,4
black,76,Center Game Accepted Paulsen,,Center-Game-Accepted-Paulsen,11,6,5,0,54.5,0,url,4
black,77,Kings Gambit Declined Classical,,Kings-Gambit-Declined-Classical,13,9,3,1,69.2,0,url,4
black,78,Giuoco Piano Game...6.c3 O,,Giuoco-Piano-Game...6.c3-O,11,5,6,0,45.5,0,url,4
black,79,Queens Gambit Declined Modern,,Queens-Gambit-Declined-Modern,21,11,10,0,52.4,0,url,4
black,80,Scotch Game Classical Intermezzo,,Scotch-Game-Classical-Intermezzo,62,30,27,5,48.4,0,url,4
